Marca.temporal;genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa
2020-10-16T08:28:14Z;Femenino;No;47;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;650;Nacional;5;Analista;Full time;Administración de personal;0;5;5;15;55000;Medicina prepaga / Plan de salud, Tarjeta de descuento;Un sueldo;1 solo;5.5;Septiembre;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-16T08:44:01Z;Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Construcción;1700;Nacional;8;Gerente;Full time;Compensaciones y beneficios;2;2;2;15;325000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Abono de celular, Comedor / Almuerzos;Tres sueldos o más;1 solo;15;Septiembre;No;Softland;Recursos Humanos;Si, está permitido;No;0;NA;3;No,  pero escucho ofertas;NA;Agente de cambio;NA;Si;Computadora / Laptop, Abono de celular;3
2020-10-16T08:48:13Z;Femenino;No;41;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;44;Nacional;1;Responsable;Full time;Todas las anteriores;44;5;4;4;78000;Dia de cumpleaños libre;No recibo bono;1 solo;15;Septiembre;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;300;2;No,  pero escucho ofertas;Sueldo completo en blanco, vacaciones extendidas,  home office, flex time;Servicio;NA;Si;No me enviaron ni reintegraron nada;1
2020-10-16T09:43:00Z;Femenino;No;44;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;México;NA;Relación de Dependencia;Otros;200;Multinacional;2;Gerente;Full time;Administración de personal;1;14;14;22;105000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Seguro de vida (adicionales a los de ley), Posgrados, Reintegros en capacitación, Comedor / Almuerzos;Un sueldo;No tuve ajustes;3;Enero;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No, está prohibido;Si;0.4;100;5;No estoy buscando cambiar;Similares a los actuales;Servicio;Na;NA;NA;NA
2020-10-16T09:44:05Z;Masculino;No;21;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Fabricación de material de transporte;300;Multinacional;11;Pasante;Pasante;Capacitación y desarrollo;0;0;0;2.4;20700;Tarjeta de descuento, Gimnasio, Comedor / Almuerzos, Descuentos en Bimbo, Productos de la empresa.;No recibo bono;2 ajustes;50;Octubre;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0.1;300;4;No,  pero escucho ofertas;Vacaciones extendidas, home office una vez por semana, kit de bienvenida, desayuno saludable, masajes.;Sinergia;No recuerdo;NA;NA;NA
2020-10-16T09:55:36Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chaco;Relación de Dependencia;Otros;65;Nacional;1;Responsable;Full time;Administración de personal;0;2;2;2;49000;No tengo beneficios adicionales;No recibo bono;1 solo;11;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;0;3;No,  pero escucho ofertas;Bono;Multitasking;NA;No;NA;3
2020-10-16T10:06:04Z;Masculino;No;34;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Colombia;NA;Relación de Dependencia;"Agricultura; plantaciones,otros sectores rurales";11000;Multinacional;100;HRBP;Full time;Administración de personal;8;7;7;9;3600000;Comedor / Almuerzos;Menos de un sueldo;3 o más ajustes;3;Enero;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Gestión Humana;No se suele tomar mate en este país;No;0;6000;3;Sí, activamente;Capacitacio, Plan de salud, tiempo;Amor;Que diria tu ex jefe de ti?;No;No estoy trabajando en home office;3
2020-10-16T10:12:06Z;Femenino;No;48;No tengo ninguna discapacidad;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;125;Nacional;2;Analista;Full time;Generalista;0;3;3;10;66045;No tengo beneficios adicionales;No recibo bono;1 solo;10;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;350;4;No,  pero escucho ofertas;Bonos, Vacaciones extras;Arte;Podes contratarme en negro?;No;No estoy trabajando en home office;3
2020-10-16T10:14:50Z;Femenino;No;29;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Uruguay;NA;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;1900;Multinacional;20;Jefe;Full time;Compliance;2;0;0;8;90000;Vacaciones extendidas, Abono de celular, Reintegros en capacitación, Home office;Menos de un sueldo;No tuve ajustes;3;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.9;NA;3;Sí, activamente;NA;NA;NA;Si;Computadora / Laptop, Abono de celular;3
2020-10-16T10:27:23Z;Masculino;No;53;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios públicos (agua;gas; electricidad)";1350;Multinacional;14;Gerente;Full time;Generalista;13;5;5;33;316000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Gimnasio, Abono de celular, Combustible, Idiomas, Comedor / Almuerzos, Automovil;Dos sueldos;3 o más ajustes;33;Septiembre;No;RH Pro;Recursos Humanos;Si, está permitido;Si;0.1;13000;3;No,  pero escucho ofertas;Los mismos que actualmente;Contacto;Que serias capaz de hacer por este trabajo;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante, Abono de celular;5
2020-10-16T10:29:44Z;Femenino;No;38;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;"Alimentación; bebidas; tabaco";51;Multinacional;2;Responsable;Full time;Generalista;1;4;4;15;98500;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Home office, Comedor / Almuerzos;No recibo bono;1 solo;24;Mayo;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;Si;0.2;2038;5;No estoy buscando cambiar;bono anual;Servicio;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4
2020-10-16T14:18:13Z;Femenino;No;31;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;1500;Nacional;16;Analista;Full time;Payroll / Liquidación de sueldos;2;3;3;10;51000;Medicina prepaga / Plan de salud, Tarjeta de descuento;No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Capital Humano;Si, está permitido;No;0;150;2;Sí, activamente;Más plata;Asistencia;NA;Si;Computadora / Laptop;2
2020-10-16T14:26:57Z;Femenino;No;52;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;30;Nacional;1;Jefe;Tercerizado / Outsourced;Generalista;0;3;3;30;120000;Vacaciones extendidas, Home office;No recibo bono;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-16T14:51:08Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;200;Nacional;2;Analista;Full time;Generalista;0;4;4;4;52000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;isis;Recursos Humanos;Si, está permitido;No;0;227;3;Sí, activamente;Idiomas. Comedor / Almuerzos. Posgrados;Organizacion;-;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1
2020-10-16T15:13:09Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;25;Nacional;1;Responsable;Full time;Administración de personal;0;0;1;5;60000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Diciembre;Si, en proyectos ad honorem;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-16T15:48:25Z;Femenino;No;39;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Servicios de salud;200;Nacional;8;Director;Full time;Diseño organizacional;7;2;2;15;115000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;26;Agosto;Si, en emprendimiento relacionado con RRHH;Tango;NA;Si, está permitido;No;0;1500;4;No,  pero escucho ofertas;PREPAGA, HOME OFFICE;BIENESTAR;NA;No;No estoy trabajando en home office;4
2020-10-16T18:55:34Z;Masculino;Si;41;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;60;Nacional;2;Administrativo;Full time;Generalista;0;5;4;4;72000;Seguro de vida (adicionales a los de ley), Home office;No recibo bono;1 solo;35;Octubre;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;500;3;Sí, activamente;Medicina prepaga;Personas;Tenes pensado formar una familia;No;No estoy trabajando en home office;3
2020-10-16T22:29:32Z;Femenino;No;39;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Textiles; vestido; cuero; calzado";122;Nacional;2;Jefe;Full time;Generalista;5;5;5;17;70000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos;No recibo bono;No tuve ajustes;12;Febrero;No;Enlatado propio;Oficina de Personal;Si, está permitido;No;0;NA;3;No,  pero escucho ofertas;Homeoffice;Bombero;No recuerdo;Voy rotando entre la oficina y el trabajo;Nada;3
2020-10-16T23:42:11Z;Masculino;No;32;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;4000;Multinacional;3;Analista;Full time;Payroll / Liquidación de sueldos;0;0;4;6;125000;Medicina prepaga / Plan de salud, Idiomas, Home office, Comedor / Almuerzos;No recibo bono;1 solo;7;Mayo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.6;2000;2;No,  pero escucho ofertas;Home office 100%, mejor prepaga, bono, guardería bonificada.;Inexistente;No recuerdo;Si;No me enviaron ni reintegraron nada;1
2020-10-17T07:29:50Z;Femenino;No;54;Prefiero no responder;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;100;Nacional;2;Jefe;Full time;Generalista;1;1;1;35;73000;No tengo beneficios adicionales;No recibo bono;1 solo;12;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;1300;3;No,  pero escucho ofertas;Prestscion medica;Servicio;No recuerdo.;NA;NA;NA
2020-10-17T12:20:48Z;Femenino;No;38;No tengo ninguna discapacidad;Terciario completo;Administración de Empresas;Universidad Pública;Argentina;Santa Cruz;Relación de Dependencia;Otros;10000;Nacional;300;Administrativo;Full time;Administrativa en área;0;11;3;5;34000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;7;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;200;2;No,  pero escucho ofertas;Reconocimientos desde económico y motivación;Desactualizado;No recuerdo;Voy rotando entre la oficina y el trabajo;No estoy trabajando en home office, Nada;2
2020-10-17T21:29:54Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;"Alimentación; bebidas; tabaco";5000;Multinacional;20;Analista;Full time;Capacitación y desarrollo;0;10;4;6;74000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Abono de celular, Home office, Comedor / Almuerzos;Un sueldo;No tuve ajustes;0;NA;No;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.5;1500;5;No estoy buscando cambiar;Más días de vacaciones;Talento;NA;Si;Computadora / Laptop, Abono de celular;5
2020-10-17T23:05:14Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;Ingeniería Industrial;Universidad Privada;Estados Unidos;NA;Relación de Dependencia;Construcción;3000;Nacional;40;Administrativo;Full time;Generalista;0;3;2;4;4800;Medicina prepaga / Plan de salud, Licencias extendidas, Gimnasio;Menos de un sueldo;No tuve ajustes;0;Julio;No;SAP / SuccessFactors;Recursos Humanos;No se suele tomar mate en este país;No;0.1;582;3;No,  pero escucho ofertas;flexibilidad de trabajar de casa;impredecible;Si le gustaba el popcorn y si le agregaba algun saborizante;Si;Computadora / Laptop;1
2020-10-18T08:02:18Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios profesionales;10000;Nacional;50;Analista;Full time;Payroll / Liquidación de sueldos;0;0;6;11;52000;Medicina prepaga / Plan de salud, Gimnasio, Frutas y snacks;No recibo bono;1 solo;13;Septiembre;No;Ktna;Back office;No, está prohibido;No;0;500;5;Sí, activamente;Home office;Pasión;Si existía la posibilidad que quisiera trabajar en otro sector;Si;No me enviaron ni reintegraron nada;4
2020-10-18T10:22:50Z;Masculino;No;39;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2000;Nacional;15;Analista;Full time;Administración de personal;0;8;8;8;65000;No tengo beneficios adicionales;No recibo bono;1 solo;13;Julio;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;400;3;No,  pero escucho ofertas;Home office;Servicio;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;5
2020-10-18T23:18:23Z;Masculino;No;42;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";250;Nacional;7;Responsable;Full time;Compensaciones y beneficios;0;0;0;15;135000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Comedor / Almuerzos;Dos sueldos;3 o más ajustes;30.5;Septiembre;No;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.1;150;4;No,  pero escucho ofertas;Cochera;Apalancar;NA;Si;Computadora / Laptop, Silla ergonómica;3
2020-10-18T23:19:55Z;Femenino;No;38;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;40;Multinacional;1;Gerente;Full time;Generalista;0;1;6;10;194000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Idiomas, Home office;No recibo bono;3 o más ajustes;28;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.3;6150;3;No,  pero escucho ofertas;Bono.salario en usd;Formar Equipos y escucha;Contame toda tu experiencia;Si;Computadora / Laptop, Silla ergonómica;5
2020-10-19T14:07:48Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chaco;Relación de Dependencia;Otros;65;Nacional;1;Responsable;Full time;Administración de personal;0;2;2;2;49000;No tengo beneficios adicionales;No recibo bono;1 solo;11;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;0;3;No,  pero escucho ofertas;Bono;Multitasking;NA;No;NA;3
2020-10-19T14:34:38Z;Femenino;No;35;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;"Alimentación; bebidas; tabaco";2000;Nacional;18;Analista;Full time;Administración de personal;0;2;7;9;92740;Tarjeta de descuento, Seguro de vida (adicionales a los de ley), Préstamos;Un sueldo;2 ajustes;17;Abril;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Relaciones Industriales;No, está prohibido;No;0;5000;5;No,  pero escucho ofertas;Obra Social;Apoyo;Por qué no tendrías más hijos?;NA;NA;NA
2020-10-19T14:46:33Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Otros;600;Multinacional;10;Administrativo;Full time;Administración de personal;0;5;1;1;36501;Medicina prepaga / Plan de salud, Frutas y snacks, Abono de celular, Home office;No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Talento y cultura;Si, está permitido;No;NA;48;3;No,  pero escucho ofertas;Horarios flexibles,homeoffice, descuentos;Empatia;NA;Si;Computadora / Laptop;3
2020-10-19T16:37:40Z;Femenino;No;43;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;220;Nacional;3;Gerente;Full time;Generalista;3;13;13;25;290000;Medicina prepaga / Plan de salud, Gimnasio, Abono de celular, Préstamos, Combustible;No recibo bono;2 ajustes;19;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;450;4;Sí, activamente;flexibilidad horaria;Asistencia;ninguna;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;4
2020-10-19T17:39:29Z;Femenino;No;25;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;2000;Multinacional;40;Analista;Full time;Generalista;0;3;2;5;54000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Posgrados, Home office;No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-19T17:55:23Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";3000;Multinacional;500;Analista;Full time;Administración de personal;0;0;3;3;80000;Medicina prepaga / Plan de salud, Licencias extendidas, Reintegros en capacitación, Antes del covid eran más;No recibo bono;1 solo;20;Octubre;No;SAP / SuccessFactors;Data management;Si, está permitido;Si;0.8;1400;4;No estoy buscando cambiar;Home office;Competitivo;NA;Si;Computadora / Laptop, Mousse y headsets;3
2020-10-19T20:57:31Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;200;Nacional;5;Jefe;Full time;Generalista;1;9;0;12;111000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Reintegro del impuesto a las ganancias;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Bejerman + propio;Recursos Humanos;Si, está permitido;No;0;4990;3;No,  pero escucho ofertas;Home office, posgrados, idiomas, extensión licencia por maternidad paga y otros relacionados con el equilibrio de la vida familiar y laboral;Desarrollo;"No fue una pregunta, si no una respuesta. ""Acá no hay posibilidad de crecimiento"" WTF??";Si;Computadora / Laptop;3
2020-10-19T21:30:54Z;Femenino;No;30;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";270;Multinacional;4;Analista;Full time;Generalista;0;2;2;5;90000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;Un sueldo;2 ajustes;46;Octubre;No;Oracle HCM;Recursos Humanos;Si, está permitido;Si;0.3;100;5;No,  pero escucho ofertas;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica, Matafuegos, Kit sanitizante;4
2020-10-19T21:39:27Z;Masculino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;70;Multinacional;5;Analista;Full time;Reclutamiento y selección;0;1;1;3;60000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;0;Enero;No;Bamboo HR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-19T21:58:49Z;Femenino;No;22;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;100;Nacional;5;Analista;Full time;Reclutamiento y selección;0;1;0;2;48998;Medicina prepaga / Plan de salud, Horarios flexibles, Home office;No recibo bono;1 solo;12;Julio;No;Microsoft Dynamics;Recursos Humanos;Si, está permitido;No;0;4200;3;No estoy buscando cambiar;Dia de cumpleaños libre, frutas en la oficina y capacitacion;Empatía;Me han hecho: ¿con que integrante de tu familia no quisieras trabajar? (??????;Si;Computadora / Laptop;2
2020-10-19T22:33:25Z;Femenino;No;22;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;80;Nacional;5;Analista;Part time;Generalista;0;2;1;3;38500;Medicina prepaga / Plan de salud, Horarios flexibles, Idiomas, Home office;No recibo bono;1 solo;8;Julio;No;Microsoft Dynamics;Recursos Humanos;Si, está permitido;No;0;2400;4;No,  pero escucho ofertas;Almuerzo, descuentos de cualquier tipo, home office;Personas;NA;Si;Computadora / Laptop;2
2020-10-20T00:40:35Z;Femenino;No;24;No tengo ninguna discapacidad;Universitario en curso;Contador Público;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Bancos; banca online;";300;Nacional;4;Analista;Full time;Payroll / Liquidación de sueldos;0;2;2;2;75000;Medicina prepaga / Plan de salud;Dos sueldos;3 o más ajustes;22;Octubre;No;Adp;Oficina de Personal;Si, está permitido;No;0;200;3;No,  pero escucho ofertas;Home Office, snacks y cursos de capacitación.;Escuchar;¿Con que medio de transporte te identificas?;Si;Silla ergonómica;2
2020-10-20T01:24:33Z;Femenino;No;31;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;5000;Multinacional;40;Analista;Full time;Relaciones laborales;0;10;2;8;50000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Home office;No recibo bono;No tuve ajustes;5;Marzo;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;700;1;No,  pero escucho ofertas;NA;NA;NA;Si;No me enviaron ni reintegraron nada;1
2020-10-20T03:09:25Z;Masculino;No;39;No tengo ninguna discapacidad;Universitario en curso;Contador Público;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;200;Multinacional;4;Responsable;Full time;Payroll / Liquidación de sueldos;0;4;4;15;120000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Seguro de vida (adicionales a los de ley), Home office, Comedor / Almuerzos, Charter / Servicio de transporte;Un sueldo;3 o más ajustes;25;Octubre;No;Gv;Recursos Humanos;Si, está permitido;No;0.1;200;5;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4
2020-10-20T10:28:55Z;Femenino;No;34;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chubut;Relación de Dependencia;Comercio;64;Nacional;2;Responsable;Full time;Generalista;3;6;3;6.5;87136;Medicina prepaga / Plan de salud, Frutas y snacks, Préstamos, Idiomas, Home office, medio día libre de cumpleaños;Un sueldo;No tuve ajustes;28.06;Septiembre;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;290;3;No,  pero escucho ofertas;HORARIOS FLEXIBLES/EXTENSION DE VACACIONES;ACOMPAÑAMIENTO;NINGUNA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Abono de celular;4
2020-10-20T11:41:49Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Servicios de salud;50;Nacional;3;Jefe;Full time;Generalista;35;3;1;5;72000;Horarios flexibles, Abono de celular, Combustible;Un sueldo;2 ajustes;13;Agosto;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Gestión Humana;Si, está permitido;No;0;1005;4;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA
2020-10-20T14:23:25Z;Femenino;No;27;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;150;Nacional;3;Analista;Full time;Administración de personal;1;7;6;6;82215;Medicina prepaga / Plan de salud, Préstamos;No recibo bono;No tuve ajustes;0;Julio;No;Bejerman;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-20T14:26:14Z;Femenino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;400;Multinacional;6;Responsable;Full time;Generalista;4;10;2;13;140000;Medicina prepaga / Plan de salud, Préstamos, Posgrados, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;No tuve ajustes;0;Enero;No;Meta4;Recursos Humanos;Si, está permitido;Si;0.3;800;3;Sí, activamente;Incentivos por desempeño, desarrollo de carrera;Complejo;Tenes pensado ser madre en el corto plazo?;No;NA;3
